,TB_highSES,TB_lowSES,TB,BAmt_highSES,BAmt_lowSES,BAmt,PB_p,PB,BS_d,Acc_d,TB_highSES_std,TB_lowSES_std,TB_std,BAmt_highSES_std,BAmt_lowSES_std,BAmt_std,PB_p_std,PB_std,BS_d_std,Acc_d_std
physician,0.03399378399378397,-0.017579642579642535,0.025786713286713236,0.35800310800310803,0.34275446775446766,0.35037878787878785,0.026709401709401667,0.0,0.06296745680716316,0.49155011655011654,0.03399378399378397,-0.017579642579642535,0.025786713286713236,0.35800310800310803,0.34275446775446766,0.35037878787878785,0.026709401709401667,0.0,0.06296745680716316,0.49155011655011654
physics teacher,0.006021756021756,-0.007090132090132001,0.008012820512820434,0.344988344988345,0.34702797202797203,0.34600815850815847,0.009518259518259435,0.0,0.026006073622955667,0.5844017094017094,0.006021756021756,-0.007090132090132001,0.008012820512820434,0.344988344988345,0.34702797202797203,0.34600815850815847,0.009518259518259435,0.0,0.026006073622955667,0.5844017094017094
professor,0.0005827505827506,-0.0029137529137528667,0.002039627039627,0.38694638694638694,0.3758741258741259,0.3814102564102564,0.008012820512820434,0.0,0.019584323219768735,0.5677933177933178,0.0005827505827506,-0.0029137529137528667,0.002039627039627,0.38694638694638694,0.3758741258741259,0.3814102564102564,0.008012820512820434,0.0,0.019584323219768735,0.5677933177933178
psychologist,0.028069153069153002,-0.00048562548562546665,0.014763014763014665,0.3307109557109557,0.32488344988344986,0.3277972027972028,0.021027583527583465,0.0,0.035384253299765266,0.45920745920745915,0.028069153069153002,-0.00048562548562546665,0.014763014763014665,0.3307109557109557,0.32488344988344986,0.3277972027972028,0.021027583527583465,0.0,0.035384253299765266,0.45920745920745915
receptionist,-0.0018453768453768331,-0.016414141414141367,0.012140637140637067,0.29088966588966586,0.30526418026418023,0.29807692307692296,0.0112179487179486,0.0,0.026838745980990366,0.64500777000777,-0.0018453768453768331,-0.016414141414141367,0.012140637140637067,0.29088966588966586,0.30526418026418023,0.29807692307692296,0.0112179487179486,0.0,0.026838745980990366,0.64500777000777
sales clerk,-0.0030108780108779667,-0.012043512043512034,0.009858197358197268,0.29807692307692313,0.3175990675990676,0.30783799533799533,0.005924630924630868,0.0,0.02620921981742813,0.6553030303030303,-0.0030108780108779667,-0.012043512043512034,0.009858197358197268,0.29807692307692313,0.3175990675990676,0.30783799533799533,0.005924630924630868,0.0,0.02620921981742813,0.6553030303030303
scientist,-0.001068376068376067,0.0030108780108780327,0.007478632478632434,0.3241064491064491,0.31517094017094016,0.3196386946386946,0.017045454545454464,0.0,0.0131976878125191,0.5644910644910645,-0.001068376068376067,0.0030108780108780327,0.007478632478632434,0.3241064491064491,0.31517094017094016,0.3196386946386946,0.017045454545454464,0.0,0.0131976878125191,0.5644910644910645
server,-0.008352758352758333,-0.0185508935508935,0.013451825951825867,0.33488733488733485,0.348970473970474,0.3419289044289044,0.0111693861693861,0.0,0.023580961067893067,0.576923076923077,-0.008352758352758333,-0.0185508935508935,0.013451825951825867,0.33488733488733485,0.348970473970474,0.3419289044289044,0.0111693861693861,0.0,0.023580961067893067,0.576923076923077
taxi driver,-0.004953379953379933,-0.0043706293706293675,0.0065073815073814325,0.3369269619269619,0.3600427350427351,0.34848484848484845,0.0135489510489509,0.0,0.0203635916365246,0.6512237762237763,-0.004953379953379933,-0.0043706293706293675,0.0065073815073814325,0.3369269619269619,0.3600427350427351,0.34848484848484845,0.0135489510489509,0.0,0.0203635916365246,0.6512237762237763
truck driver,0.0004856254856254667,-0.012043512043512,0.008304195804195768,0.35771173271173273,0.3803418803418803,0.3690268065268065,0.012529137529137433,0.0,0.024078786244765,0.644036519036519,0.0004856254856254667,-0.012043512043512,0.008304195804195768,0.35771173271173273,0.3803418803418803,0.3690268065268065,0.012529137529137433,0.0,0.024078786244765,0.644036519036519
