,TB_highSES,TB_lowSES,TB,BAmt_highSES,BAmt_lowSES,BAmt,PB_p,PB,BS_a,Acc_a,TB_highSES_std,TB_lowSES_std,TB_std,BAmt_highSES_std,BAmt_lowSES_std,BAmt_std,PB_p_std,PB_std,BS_a_std,Acc_a_std
optometrist,0.17529137529137523,-0.10005827505827503,0.13767482517482507,0.48613053613053603,0.40740093240093234,0.44676573426573424,0.05935314685314683,0.0,0.025908146566750324,0.8255244755244755,0.05684301053350764,0.06977853628471392,0.06137770543794887,0.2726791791117679,0.2471641227279554,0.2598906325026623,0.024135057034176177,0.0,0.011466087098680277,0.08242108305128502
parking attendant,0.17150349650349644,-0.0909090909090909,0.13301282051282046,0.6403846153846153,0.6307692307692309,0.6355769230769232,0.06949300699300694,0.0,0.0360468005128046,0.8803030303030303,0.08276404237364539,0.07741748825829169,0.0763491671778957,0.2912407848049139,0.2806048682836361,0.2856962977813915,0.04477965216241838,0.0,0.01810385148113455,0.04938115792920238
pharmacist,0.20850815850815843,-0.11177156177156175,0.1601398601398601,0.5657342657342658,0.4765734265734266,0.5211538461538461,0.06060606060606061,0.0,0.029474602320251803,0.8597319347319348,0.06011873736859461,0.0739346300019978,0.0641626254967502,0.2657940420641938,0.24431630359575673,0.2550034482971837,0.03324360958198848,0.0,0.011505976480017357,0.060388989511108
physician,0.20646853146853142,-0.1127622377622377,0.15961538461538452,0.5357226107226107,0.43700466200466204,0.48636363636363633,0.055536130536130525,0.0,0.03212442848288401,0.8241841491841491,0.06474345861146263,0.04765032889687558,0.05307131985312879,0.24662508642472522,0.2152305791838386,0.23091874394778103,0.03398133027510509,0.0,0.016632394117596816,0.08755322796308845
physics teacher,0.19306526806526803,-0.12301864801864797,0.15804195804195798,0.5364219114219114,0.45413752913752914,0.4952797202797202,0.03181818181818178,0.0,0.03062788988114436,0.8474941724941726,0.023451348969669883,0.0464091968516473,0.03273435088719888,0.22822308919273163,0.2204145441545974,0.22429061562669836,0.020219345866854473,0.0,0.012812815501327835,0.040125921791282104
professor,0.2534965034965035,-0.1512237762237762,0.20236013986013984,0.6806526806526805,0.5541375291375291,0.6173951048951049,0.06687062937062933,0.0,0.03349675035457602,0.8577505827505828,0.050094522724681734,0.04731884494548852,0.042880306900016464,0.2106079472002166,0.19579252310084422,0.2029639716994377,0.033902113047839896,0.0,0.010692360251007052,0.05227191518366726
psychologist,0.10926573426573423,-0.05017482517482512,0.07972027972027965,0.33630536130536126,0.28467365967365965,0.3104895104895104,0.06695804195804189,0.0,0.02146356710373354,0.7692307692307692,0.04307666134291166,0.02912552200154473,0.03392644568125516,0.21425920231319565,0.1844893917098447,0.19936310518482206,0.0352451628209312,0.0,0.013646451525221395,0.0826022999226449
receptionist,0.17156177156177152,-0.08735431235431233,0.13103146853146846,0.5597902097902099,0.512062937062937,0.5359265734265733,0.07561188811188806,0.0,0.029113653159885643,0.8423076923076923,0.09112818020471025,0.08019406066787022,0.08054366756888294,0.3064449446202846,0.28875456614893,0.29748385003860534,0.04735390860095675,0.0,0.015610754436362749,0.12468280672993387
sales clerk,0.1923659673659673,-0.09347319347319344,0.14291958041958036,0.6148601398601399,0.5905594405594405,0.6027097902097902,0.06751165501165497,0.0,0.03347316071985478,0.8791375291375292,0.07741845330054768,0.07711254655505144,0.07476101752456052,0.28340290247920663,0.282276550412124,0.2827223626181998,0.03811046239572194,0.0,0.0175233600472729,0.05248134109740406
scientist,0.17109557109557105,-0.09586247086247084,0.13347902097902092,0.46200466200466206,0.3734848484848484,0.41774475524475524,0.042686480186480136,0.0,0.02786809416658864,0.8057109557109557,0.05214377188356894,0.03410261190162145,0.03987643054417483,0.18498174193042805,0.16597268593657935,0.17545981835064367,0.024722124616152908,0.0,0.011820181504135241,0.07546662796541713
server,0.16334498834498828,-0.07756410256410251,0.1204545454545454,0.5501748251748252,0.5201048951048951,0.53513986013986,0.055069930069930016,0.0,0.029690992252333803,0.8745337995337996,0.051908195356417906,0.0605461870289357,0.0531987290529532,0.2043010347418855,0.20757261639219557,0.20582325312324654,0.030266726729717433,0.0,0.014870534355838886,0.04667268298941307
taxi driver,0.15996503496503492,-0.11975524475524471,0.1398601398601398,0.6951631701631703,0.7684731934731935,0.7318181818181818,0.07634032634032628,0.0,0.0361565070418701,0.8853146853146854,0.07518860212385836,0.0923513514867512,0.08120389429411926,0.3147439835666404,0.3668042800102547,0.3403948290801893,0.05030676889524998,0.0,0.014861167655012011,0.039272633606389426
truck driver,0.09988344988344984,-0.06707459207459203,0.0937937062937062,0.6784382284382284,0.8598484848484848,0.7691433566433565,0.09909673659673651,0.0,0.03836235527139693,0.8573426573426574,0.07358028643713231,0.09508025356075617,0.07209954265495612,0.3253620556131966,0.42581222605511215,0.3753036205454237,0.04369729899674899,0.0,0.016536473562884343,0.052389439444249966
