,TB_highSES,TB_lowSES,TB,BAmt_highSES,BAmt_lowSES,BAmt,PB_p,PB,BS_d,Acc_d,TB_highSES_std,TB_lowSES_std,TB_std,BAmt_highSES_std,BAmt_lowSES_std,BAmt_std,PB_p_std,PB_std,BS_d_std,Acc_d_std
lawyer,0.01859373542823952,-0.01859373542823952,0.01859373542823952,0.06872210885017285,0.06872210885017285,0.06872210885017285,0.007343930811087959,0.0,0.09763073789929644,0.7365384615384615,0.005068826003938674,0.005068826003938674,0.005068826003938674,0.010730659114230693,0.010730659114230693,0.010730659114230693,0.0031310541850641804,0.0,0.010780449045525813,0.11152077058018545
line cook,0.02121212121212116,-0.02121212121212116,0.02121212121212116,0.0679487179487179,0.0679487179487179,0.0679487179487179,0.0063519813519813395,0.0,0.07804294966059729,0.5486013986013986,0.003002155448109865,0.003002155448109865,0.003002155448109865,0.017262996293170952,0.017262996293170952,0.017262996293170952,0.002653915509728625,0.0,0.007283232963165938,0.21069624347691782
optometrist,0.021624890278293042,-0.021624890278293042,0.021624890278293042,0.0634779394357875,0.0634779394357875,0.0634779394357875,0.00815655192664086,0.0,0.09470265765144734,0.7,0.0036170788188069677,0.0036170788188069677,0.0036170788188069677,0.011682289589195049,0.011682289589195049,0.011682289589195049,0.0027381509886851185,0.0,0.017497150418602114,0.17175426422434925
parking attendant,0.02313851018310354,-0.02313851018310354,0.02313851018310354,0.058224171631341505,0.058224171631341505,0.058224171631341505,0.007462519507112899,0.0,0.08600252380338116,0.5728438228438228,0.0048185174086034606,0.0048185174086034606,0.0048185174086034606,0.01194517564622796,0.01194517564622796,0.01194517564622796,0.006171788146479756,0.0,0.014262414170724628,0.1934427370922178
pharmacist,0.02156289256260108,-0.02156289256260108,0.02156289256260108,0.06014407238540139,0.06014407238540139,0.06014407238540139,0.00623655223626072,0.0,0.08932906467354565,0.6506993006993007,0.0034320311627860007,0.0034320311627860007,0.0034320311627860007,0.008516155649093962,0.008516155649093962,0.008516155649093962,0.0046424082830820055,0.0,0.013117838906533997,0.17017328816870997
physician,0.024774577785718642,-0.024774577785718642,0.024774577785718642,0.0675605649493193,0.0675605649493193,0.0675605649493193,0.00921513722627812,0.0,0.10394621971725222,0.6745920745920746,0.006927901447801914,0.006927901447801914,0.006927901447801914,0.013574231770085024,0.013574231770085024,0.013574231770085024,0.008341142898426575,0.0,0.027466128022380524,0.15360286177196844
physics teacher,0.02133254548186028,-0.02133254548186028,0.02133254548186028,0.06563076575664438,0.06563076575664438,0.06563076575664438,0.007399300249402499,0.0,0.09320942760382775,0.6673659673659673,0.0033847489819011038,0.0033847489819011038,0.0033847489819011038,0.00927102923297423,0.00927102923297423,0.00927102923297423,0.003027673772038652,0.0,0.011930624025185802,0.14821417623618907
professor,0.02016878170948782,-0.02016878170948782,0.02016878170948782,0.06680379245304831,0.06680379245304831,0.06680379245304831,0.005880169339463179,0.0,0.08257001804992806,0.5867715617715618,0.003363311896616199,0.003363311896616199,0.003363311896616199,0.009862043036472572,0.009862043036472572,0.009862043036472572,0.004246728522245647,0.0,0.01088129462273294,0.13437695208338815
psychologist,0.023491529284422222,-0.023491529284422222,0.023491529284422222,0.06989408105640343,0.06989408105640343,0.06989408105640343,0.00908772717271238,0.0,0.10559959097478995,0.7900932400932402,0.004612067609068839,0.004612067609068839,0.004612067609068839,0.017269895616310225,0.017269895616310225,0.017269895616310225,0.0056469033248409736,0.0,0.013173159378695731,0.13232847914166201
receptionist,0.02022513206564592,-0.02022513206564592,0.02022513206564592,0.05554936715189338,0.05554936715189338,0.05554936715189338,0.00944037147773574,0.0,0.09243038968804958,0.6352564102564101,0.007826158879653235,0.007826158879653235,0.007826158879653235,0.010419866965107926,0.010419866965107926,0.010419866965107926,0.006206652177531942,0.0,0.030274651895221067,0.20378358768536398
sales clerk,0.022440517318104,-0.022440517318104,0.022440517318104,0.05694611179163787,0.05694611179163787,0.05694611179163787,0.007694753512299399,0.0,0.08385083362406212,0.5955710955710956,0.006781975213139618,0.006781975213139618,0.006781975213139618,0.0104248543282884,0.0104248543282884,0.0104248543282884,0.007820558803279016,0.0,0.016141720253131004,0.18896589607040287
scientist,0.02237926990914452,-0.02237926990914452,0.02237926990914452,0.06608892661792684,0.06608892661792684,0.06608892661792684,0.0076356801655548005,0.0,0.10206635215994511,0.7202214452214453,0.004242373839245968,0.004242373839245968,0.004242373839245968,0.01128983091649913,0.01128983091649913,0.01128983091649913,0.005868695549239851,0.0,0.017308510966435795,0.1159849935648531
server,0.02016527689997074,-0.02016527689997074,0.02016527689997074,0.05746675093613862,0.05746675093613862,0.05746675093613862,0.0065829748482809595,0.0,0.08200013876349788,0.6414918414918416,0.006939725707867251,0.006939725707867251,0.006939725707867251,0.012907125534820691,0.012907125534820691,0.012907125534820691,0.007367047237494059,0.0,0.013864929086158693,0.1357483178725548
taxi driver,0.02191254291225142,-0.02191254291225142,0.02191254291225142,0.0620080929465948,0.0620080929465948,0.0620080929465948,0.00658396058425204,0.0,0.07640921046289825,0.5113636363636364,0.0015109226147774863,0.0015109226147774863,0.0015109226147774863,0.015797556314087885,0.015797556314087885,0.015797556314087885,0.003110912238785018,0.0,0.0066509229416957475,0.22657886731215388
truck driver,0.02203065563601844,-0.02203065563601844,0.02203065563601844,0.08369650363238232,0.08369650363238232,0.08369650363238232,0.00856911717448004,0.0,0.07764005011824217,0.487062937062937,0.003972879942726516,0.003972879942726516,0.003972879942726516,0.029208904612372882,0.029208904612372882,0.029208904612372882,0.002365997038865858,0.0,0.006641991760004201,0.2504275689059874
