,TB_highSES,TB_lowSES,TB,BAmt_highSES,BAmt_lowSES,BAmt,PB_p,PB,BS_a,Acc_a,TB_highSES_std,TB_lowSES_std,TB_std,BAmt_highSES_std,BAmt_lowSES_std,BAmt_std,PB_p_std,PB_std,BS_a_std,Acc_a_std
lawyer,0.0761655011655011,-0.0761655011655011,0.0761655011655011,0.26043123543123536,0.26043123543123536,0.26043123543123536,0.02255244755244754,0.0,0.02479568431206388,0.7756410256410258,0.023404963998057794,0.023404963998057794,0.023404963998057794,0.11343048111748438,0.11343048111748438,0.11343048111748438,0.02251228180299938,0.0,0.008340654516449155,0.0930784218999379
line cook,0.05827505827505823,-0.05827505827505823,0.059324009324009275,0.45116550116550114,0.45116550116550114,0.45116550116550114,0.05303030303030298,0.0,0.033961171419584164,0.8659090909090909,0.0482083039221207,0.0482083039221207,0.04691145810709631,0.21077232237954202,0.21077232237954202,0.21077232237954202,0.03463960836073332,0.0,0.013448700471117033,0.05006244708009397
optometrist,0.09178321678321676,-0.09178321678321676,0.09178321678321676,0.2978438228438228,0.2978438228438228,0.2978438228438228,0.039568764568764535,0.0,0.025908146566750324,0.8255244755244755,0.04091847029196592,0.04091847029196592,0.04091847029196592,0.17326042166844152,0.17326042166844152,0.17326042166844152,0.016090038022784074,0.0,0.011466087098680277,0.08242108305128502
parking attendant,0.08747086247086243,-0.08747086247086243,0.08747086247086243,0.4237179487179487,0.4237179487179487,0.4237179487179487,0.04632867132867124,0.0,0.0360468005128046,0.8803030303030303,0.052667693911238794,0.052667693911238794,0.052667693911238794,0.1904641985209276,0.1904641985209276,0.1904641985209276,0.029853101441612198,0.0,0.01810385148113455,0.04938115792920238
pharmacist,0.10675990675990672,-0.10675990675990672,0.10675990675990672,0.3474358974358974,0.3474358974358974,0.3474358974358974,0.03717948717948712,0.0,0.029474602320251803,0.8597319347319348,0.04277508366450011,0.04277508366450011,0.04277508366450011,0.17000229886478915,0.17000229886478915,0.17000229886478915,0.026085884550481768,0.0,0.011505976480017357,0.060388989511108
physician,0.10641025641025639,-0.10641025641025639,0.10641025641025639,0.3242424242424242,0.3242424242424242,0.3242424242424242,0.0325174825174825,0.0,0.03212442848288401,0.8241841491841491,0.035380879902085875,0.035380879902085875,0.035380879902085875,0.1539458292985207,0.1539458292985207,0.1539458292985207,0.026663370662037618,0.0,0.016632394117596816,0.08755322796308845
physics teacher,0.10536130536130535,-0.10536130536130535,0.10536130536130535,0.33018648018648017,0.33018648018648017,0.33018648018648017,0.02062937062937058,0.0,0.03062788988114436,0.8474941724941726,0.021822900591465935,0.021822900591465935,0.021822900591465935,0.14952707708446558,0.14952707708446558,0.14952707708446558,0.014248698635862245,0.0,0.012812815501327835,0.040125921791282104
professor,0.13490675990675988,-0.13490675990675988,0.13490675990675988,0.4115967365967366,0.4115967365967366,0.4115967365967366,0.04458041958041956,0.0,0.03349675035457602,0.8577505827505828,0.02858687126667765,0.02858687126667765,0.02858687126667765,0.13530931446629185,0.13530931446629185,0.13530931446629185,0.022601408698559925,0.0,0.010692360251007052,0.05227191518366726
psychologist,0.05314685314685312,-0.05314685314685312,0.05314685314685312,0.20699300699300696,0.20699300699300696,0.20699300699300696,0.04463869463869462,0.0,0.02146356710373354,0.7692307692307692,0.0226176304541701,0.0226176304541701,0.0226176304541701,0.1329087367898814,0.1329087367898814,0.1329087367898814,0.023496775213954095,0.0,0.013646451525221395,0.0826022999226449
receptionist,0.08630536130536126,-0.08630536130536126,0.08630536130536126,0.35728438228438225,0.35728438228438225,0.35728438228438225,0.05040792540792534,0.0,0.029113653159885643,0.8423076923076923,0.05528316163240045,0.05528316163240045,0.05528316163240045,0.19832256669240347,0.19832256669240347,0.19832256669240347,0.031569272400637796,0.0,0.015610754436362749,0.12468280672993387
sales clerk,0.09527972027972025,-0.09527972027972025,0.09527972027972025,0.4018065268065268,0.4018065268065268,0.4018065268065268,0.04399766899766898,0.0,0.03347316071985478,0.8791375291375292,0.049840678349707034,0.049840678349707034,0.049840678349707034,0.18848157507879987,0.18848157507879987,0.18848157507879987,0.026882430290607932,0.0,0.0175233600472729,0.05248134109740406
scientist,0.08898601398601394,-0.08898601398601394,0.08898601398601394,0.2784965034965035,0.2784965034965035,0.2784965034965035,0.0234848484848484,0.0,0.02786809416658864,0.8057109557109557,0.026584287029449864,0.026584287029449864,0.026584287029449864,0.11697321223376243,0.11697321223376243,0.11697321223376243,0.01964707961520839,0.0,0.011820181504135241,0.07546662796541713
server,0.08030303030303025,-0.08030303030303025,0.08030303030303025,0.35675990675990676,0.35675990675990676,0.35675990675990676,0.03496503496503493,0.0,0.029690992252333803,0.8745337995337996,0.03546581936863548,0.03546581936863548,0.03546581936863548,0.13721550208216432,0.13721550208216432,0.13721550208216432,0.021211640917741872,0.0,0.014870534355838886,0.04667268298941307
taxi driver,0.09324009324009318,-0.09324009324009318,0.09324009324009318,0.4878787878787879,0.4878787878787879,0.4878787878787879,0.044289044289044274,0.0,0.0361565070418701,0.8853146853146854,0.05413592952941283,0.05413592952941283,0.05413592952941283,0.2269298860534595,0.2269298860534595,0.2269298860534595,0.037833934354614025,0.0,0.014861167655012011,0.039272633606389426
truck driver,0.05565268065268063,-0.05565268065268063,0.060547785547785504,0.5127622377622377,0.5127622377622377,0.5127622377622377,0.06264568764568762,0.0,0.03836235527139693,0.8573426573426574,0.05536529245856017,0.05536529245856017,0.0499650091375007,0.2502024136969492,0.2502024136969492,0.2502024136969492,0.03353576444670845,0.0,0.016536473562884343,0.052389439444249966
