,Afghan,American,Australian,Bangladeshi,Belgian,Brazilian,British,Burmese,Canadian,Chilean,Chinese,Colombian,Danish,Dominican,Eritrean,Ethiopian,Finnish,French,German,Greek,Guinean,Haitian,Honduran,Hungarian,Icelandic,Indian,Indonesian,Iranian,Iraqi,Irish,Israeli,Italian,Japanese,Korean,Libyan,Lithuanian,Malian,Mexican,Moldovan,Mongolian,Moroccan,Mozambican,Namibian,Nigerian,Norwegian,Pakistani,Palestinian,Panamanian,Peruvian,Polish,Portuguese,Romanian,Russian,Saudi,Senegalese,Slovak,Somali,Spanish,Sri Lankan,Swedish,Swiss,Syrian,Thai,Turkish,Uzbekistani,Venezuelan,Vietnamese,Yemeni
Slovak,0.21428571428571427,-0.15,0.08333333333333333,-0.027777777777777776,0.0,0.3125,0.02631578947368421,-0.1388888888888889,0.08333333333333333,0.20454545454545456,-0.2857142857142857,-0.05,0.55,-0.041666666666666664,0.11538461538461539,-0.5625,0.35714285714285715,0.09375,0.0,-0.25,-0.49074074074074076,0.1875,0.19444444444444445,-0.027777777777777776,0.16666666666666666,0.03409090909090909,-0.05555555555555555,0.11363636363636363,0.125,0.15625,0.25,0.203125,-0.23809523809523808,-0.05,0.0,0.125,-0.2916666666666667,0.35,0.20454545454545456,0.25,0.125,0.018518518518518517,0.0,-0.15789473684210525,0.5,-0.075,0.15625,0.16666666666666666,0.027777777777777776,0.05,0.4166666666666667,0.1111111111111111,0.5,0.041666666666666664,0.045454545454545456,0.95,0.0625,0.1875,0.05,0.625,0.5,0.09722222222222222,-0.3026315789473684,0.25,0.16666666666666666,-0.041666666666666664,-0.022727272727272728,0.225
Somali,0.14285714285714285,-0.4625,0.2916666666666667,0.027777777777777776,0.4166666666666667,-0.020833333333333332,0.039473684210526314,-0.1111111111111111,-0.041666666666666664,0.1590909090909091,-0.5,-0.2,0.2,0.25,-0.057692307692307696,-0.1875,0.21428571428571427,0.21875,0.25,0.4,-0.28703703703703703,0.09375,0.16666666666666666,0.08333333333333333,0.25,-0.06818181818181818,-0.08333333333333333,0.10227272727272728,0.15,0.21875,0.027777777777777776,0.046875,-0.023809523809523808,-0.2375,0.0,0.0,-0.2708333333333333,-0.1,-0.09090909090909091,0.375,0.13636363636363635,-0.18518518518518517,-0.06944444444444445,-0.14473684210526316,0.4375,-0.0125,-0.015625,-0.08333333333333333,-0.05555555555555555,0.1,0.3333333333333333,0.3055555555555556,0.2,0.14583333333333334,0.5,0.15,-0.1875,0.34375,0.03333333333333333,-0.125,0.125,0.08333333333333333,-0.17105263157894737,0.75,0.5,0.375,0.11363636363636363,0.15
Spanish,0.03571428571428571,-0.3,0.16666666666666666,0.2777777777777778,-0.25,0.2708333333333333,0.19736842105263158,0.1111111111111111,0.20833333333333334,0.18181818181818182,-0.14285714285714285,0.3,0.1,-0.25,0.23076923076923078,-0.234375,0.0,0.03125,-0.2916666666666667,0.05,-0.4074074074074074,0.125,0.027777777777777776,0.3888888888888889,0.375,-0.022727272727272728,-0.1111111111111111,0.011363636363636364,0.0375,0.265625,0.027777777777777776,0.046875,-0.09523809523809523,-0.025,0.2222222222222222,0.041666666666666664,-0.20833333333333334,0.1,-0.09090909090909091,0.125,0.022727272727272728,0.037037037037037035,-0.041666666666666664,-0.14473684210526316,0.375,-0.2,0.296875,0.4166666666666667,0.2222222222222222,-0.05,0.4166666666666667,0.25,0.0,0.125,0.022727272727272728,0.15,0.0625,0.4375,0.2833333333333333,0.125,0.25,-0.041666666666666664,-0.17105263157894737,0.75,0.16666666666666666,0.20833333333333334,0.09090909090909091,0.025
Sri Lankan,0.17857142857142858,-0.2125,0.125,0.05555555555555555,-0.5,0.10416666666666667,0.25,0.2222222222222222,0.25,-0.06818181818181818,-0.4642857142857143,-0.35,0.1,0.20833333333333334,0.21153846153846154,-0.140625,-0.03571428571428571,-0.375,0.20833333333333334,0.05,-0.10185185185185185,0.0625,0.027777777777777776,0.3611111111111111,-0.16666666666666666,0.022727272727272728,-0.16666666666666666,0.06818181818181818,0.025,0.171875,0.08333333333333333,0.25,-0.07142857142857142,-0.1625,0.19444444444444445,0.125,-0.09375,0.2,-0.29545454545454547,0.1875,0.13636363636363635,-0.18518518518518517,-0.20833333333333334,-0.09868421052631579,0.3125,0.15,0.1875,-0.16666666666666666,-0.027777777777777776,0.0,0.16666666666666666,-0.05555555555555555,0.2,0.0625,0.13636363636363635,0.35,0.09375,-0.03125,0.4166666666666667,-0.25,0.375,-0.05555555555555555,-0.07894736842105263,1.25,0.0,-0.3333333333333333,0.09090909090909091,0.175
Swedish,0.05357142857142857,-0.2375,-0.041666666666666664,0.2777777777777778,-0.16666666666666666,0.2916666666666667,0.10526315789473684,0.08333333333333333,-0.20833333333333334,0.13636363636363635,-0.2857142857142857,0.25,0.3,0.08333333333333333,0.0,-0.34375,0.35714285714285715,0.25,0.2916666666666667,0.2,-0.3055555555555556,0.0625,0.3055555555555556,-0.027777777777777776,-0.20833333333333334,-0.03409090909090909,-0.2222222222222222,0.0,0.1625,0.5,0.3333333333333333,0.078125,-0.17857142857142858,0.0375,0.1111111111111111,0.20833333333333334,-0.4479166666666667,-0.35,0.0,0.4375,0.18181818181818182,-0.24074074074074073,0.027777777777777776,-0.08552631578947369,0.3125,-0.075,0.15625,0.0,0.08333333333333333,0.0,0.3333333333333333,-0.1388888888888889,-0.15,-0.020833333333333332,0.0,0.15,0.0,0.1875,0.21666666666666667,0.375,0.25,0.041666666666666664,-0.13157894736842105,1.5,0.4166666666666667,-0.16666666666666666,0.13636363636363635,0.175
Swiss,0.07142857142857142,-0.25,-0.08333333333333333,0.1388888888888889,-0.08333333333333333,0.020833333333333332,0.23684210526315788,-0.027777777777777776,-0.041666666666666664,0.11363636363636363,-0.39285714285714285,-0.2,0.0,-0.16666666666666666,0.15384615384615385,-0.0625,0.0,0.34375,0.20833333333333334,0.35,-0.23148148148148148,0.1875,0.027777777777777776,0.19444444444444445,0.08333333333333333,0.045454545454545456,-0.2222222222222222,0.0,-0.025,0.125,0.16666666666666666,0.0625,0.011904761904761904,0.025,0.25,-0.20833333333333334,-0.07291666666666667,-0.15,0.06818181818181818,0.125,0.1590909090909091,0.018518518518518517,-0.027777777777777776,-0.20394736842105263,0.25,-0.05,0.0,0.0,0.027777777777777776,-0.1,0.16666666666666666,-0.25,0.1,0.2708333333333333,0.29545454545454547,-0.05,0.0625,0.25,0.15,-0.125,0.375,-0.027777777777777776,-0.11842105263157894,-0.25,0.16666666666666666,0.16666666666666666,-0.022727272727272728,0.0
Syrian,0.17857142857142858,-0.1,-0.08333333333333333,0.08333333333333333,-0.08333333333333333,0.08333333333333333,0.09210526315789473,0.1388888888888889,0.2916666666666667,0.22727272727272727,-0.17857142857142858,0.1,0.35,0.16666666666666666,0.09615384615384616,-0.28125,-0.14285714285714285,0.03125,0.08333333333333333,-0.05,-0.2777777777777778,-0.09375,0.2777777777777778,0.1388888888888889,0.08333333333333333,0.045454545454545456,0.1111111111111111,0.07954545454545454,0.075,0.09375,0.1388888888888889,-0.03125,-0.05952380952380952,-0.1625,0.2777777777777778,-0.125,-0.34375,-0.15,-0.022727272727272728,0.4375,0.045454545454545456,-0.10185185185185185,-0.05555555555555555,-0.1513157894736842,0.25,0.0,0.0,-0.08333333333333333,0.3055555555555556,-0.05,0.3333333333333333,-0.027777777777777776,0.25,0.0,-0.022727272727272728,-0.05,0.125,0.21875,0.0,0.125,0.375,0.3194444444444444,-0.06578947368421052,0.0,0.25,-0.041666666666666664,0.18181818181818182,0.1
Thai,0.125,-0.525,0.25,-0.08333333333333333,0.4166666666666667,0.20833333333333334,0.17105263157894737,0.3611111111111111,0.16666666666666666,0.13636363636363635,0.0,0.3,0.35,0.0,-0.019230769230769232,-0.3125,0.25,0.0,0.2916666666666667,0.15,-0.37037037037037035,0.09375,0.3055555555555556,0.05555555555555555,-0.041666666666666664,-0.06818181818181818,-0.1388888888888889,0.11363636363636363,0.1125,0.15625,0.25,0.078125,-0.07142857142857142,-0.125,0.19444444444444445,-0.041666666666666664,-0.3333333333333333,0.1,-0.11363636363636363,0.5625,0.022727272727272728,-0.05555555555555555,-0.25,-0.19078947368421054,0.3125,-0.225,0.015625,0.6666666666666666,0.3055555555555556,0.1,0.25,0.4166666666666667,0.25,0.3333333333333333,0.29545454545454547,0.0,0.3125,0.03125,0.05,0.375,0.375,0.125,-0.07894736842105263,0.75,0.4166666666666667,0.3333333333333333,0.3181818181818182,0.0
Turkish,0.10714285714285714,-0.275,0.0,0.1388888888888889,0.5833333333333334,0.10416666666666667,-0.05263157894736842,-0.1111111111111111,0.2916666666666667,-0.022727272727272728,-0.5,-0.2,0.35,-0.2916666666666667,0.1346153846153846,-0.203125,0.10714285714285714,0.15625,0.08333333333333333,0.0,-0.37962962962962965,0.09375,0.08333333333333333,0.25,0.2916666666666667,0.022727272727272728,0.05555555555555555,0.0,0.0125,0.359375,0.1388888888888889,0.171875,-0.03571428571428571,-0.1,0.16666666666666666,-0.16666666666666666,-0.2604166666666667,-0.25,0.1590909090909091,0.3125,0.03409090909090909,-0.05555555555555555,0.013888888888888888,-0.19078947368421054,0.75,-0.0625,-0.046875,0.3333333333333333,0.1388888888888889,0.15,-0.16666666666666666,-0.1111111111111111,-0.1,0.14583333333333334,0.25,0.05,0.15625,0.34375,0.016666666666666666,-0.625,0.375,0.16666666666666666,-0.039473684210526314,1.25,0.4166666666666667,0.125,0.18181818181818182,0.35
Uzbekistani,0.2857142857142857,-0.5375,-0.041666666666666664,0.2777777777777778,-0.16666666666666666,0.10416666666666667,0.02631578947368421,0.1388888888888889,0.20833333333333334,-0.11363636363636363,-0.10714285714285714,-0.05,0.35,0.125,0.057692307692307696,-0.0625,0.03571428571428571,0.125,0.25,0.15,-0.5092592592592593,-0.03125,0.1388888888888889,0.1111111111111111,-0.08333333333333333,0.1590909090909091,0.05555555555555555,0.06818181818181818,0.1875,0.390625,0.1388888888888889,-0.078125,-0.2857142857142857,-0.025,0.027777777777777776,0.3333333333333333,-0.40625,0.0,0.06818181818181818,0.3125,0.045454545454545456,-0.09259259259259259,-0.125,-0.07894736842105263,0.3125,-0.0625,0.0,0.16666666666666666,-0.16666666666666666,-0.2,0.16666666666666666,-0.25,0.3,0.14583333333333334,0.045454545454545456,0.15,-0.09375,0.1875,0.3,-0.125,0.875,0.25,0.10526315789473684,1.5,0.4166666666666667,0.25,0.18181818181818182,0.3
Venezuelan,0.125,-0.3625,0.5,-0.027777777777777776,0.16666666666666666,0.041666666666666664,0.15789473684210525,-0.19444444444444445,0.375,0.22727272727272727,-0.07142857142857142,0.25,0.5,0.041666666666666664,0.19230769230769232,-0.15625,0.2857142857142857,0.34375,0.375,-0.05,-0.3055555555555556,-0.09375,0.25,0.08333333333333333,0.125,0.022727272727272728,0.25,0.011363636363636364,0.025,0.140625,-0.1388888888888889,0.078125,-0.19047619047619047,-0.0375,-0.16666666666666666,0.375,-0.3125,-0.15,0.18181818181818182,0.4375,0.0,0.009259259259259259,-0.041666666666666664,-0.14473684210526316,0.4375,-0.075,0.15625,-0.3333333333333333,-0.1111111111111111,0.25,0.4166666666666667,0.027777777777777776,0.1,0.16666666666666666,-0.022727272727272728,0.1,0.0,0.0,0.23333333333333334,0.25,0.625,0.06944444444444445,-0.013157894736842105,0.5,-0.08333333333333333,0.16666666666666666,0.1590909090909091,-0.1
Vietnamese,0.16071428571428573,-0.4125,-0.041666666666666664,0.3611111111111111,-0.3333333333333333,0.041666666666666664,0.17105263157894737,-0.16666666666666666,0.5416666666666666,0.22727272727272727,0.32142857142857145,-0.15,0.4,0.25,0.1346153846153846,-0.25,-0.21428571428571427,0.28125,0.4166666666666667,0.05,-0.23148148148148148,-0.15625,0.1111111111111111,0.08333333333333333,-0.16666666666666666,-0.056818181818181816,0.027777777777777776,0.07954545454545454,0.0625,-0.140625,0.16666666666666666,0.296875,-0.047619047619047616,-0.05,-0.05555555555555555,-0.2916666666666667,-0.13541666666666666,-0.35,0.11363636363636363,0.0625,0.17045454545454544,-0.1574074074074074,-0.3888888888888889,-0.19736842105263158,0.1875,0.025,0.046875,0.25,0.08333333333333333,-0.25,0.5833333333333334,0.1111111111111111,0.0,0.16666666666666666,0.22727272727272727,0.15,-0.09375,0.1875,0.06666666666666667,0.25,0.375,0.08333333333333333,0.039473684210526314,1.5,0.5833333333333334,0.0,0.3409090909090909,-0.05
Yemeni,0.21428571428571427,-0.1,0.20833333333333334,0.0,0.08333333333333333,-0.10416666666666667,0.10526315789473684,0.25,0.25,0.06818181818181818,-0.2857142857142857,0.15,0.15,-0.08333333333333333,0.11538461538461539,-0.09375,0.35714285714285715,-0.09375,0.375,0.4,-0.3333333333333333,0.03125,0.08333333333333333,0.0,0.041666666666666664,-0.03409090909090909,-0.05555555555555555,0.10227272727272728,0.075,0.234375,0.3333333333333333,0.0625,-0.16666666666666666,-0.0875,0.2222222222222222,0.041666666666666664,-0.21875,0.1,-0.06818181818181818,0.0625,0.045454545454545456,-0.1388888888888889,-0.25,-0.09868421052631579,0.1875,-0.075,0.21875,0.0,0.027777777777777776,-0.05,0.3333333333333333,0.1111111111111111,-0.05,0.3958333333333333,0.18181818181818182,0.5,-0.125,0.125,-0.18333333333333332,0.125,0.875,0.08333333333333333,-0.27631578947368424,0.25,-0.25,0.25,0.13636363636363635,0.4
