Category,Subcategory,Name,Africa,ArabStates,AsiaPacific,Europe,LatinSouthAmerica,MiddleEast,NorthAmerica
Nationality,AsiaPacific,Thai,-0.1206896551724138,0.0163043478260869,-0.0060386473429951,0.0897058823529411,0.125,0.047945205479452,-0.25
Nationality,AsiaPacific,Uzbekistani,-0.1091954022988505,0.0,0.0446859903381642,0.0705882352941176,0.0168918918918918,0.047945205479452,-0.2692307692307692
Nationality,AsiaPacific,Vietnamese,-0.0977011494252873,0.0434782608695652,0.0265700483091787,0.0676470588235294,0.027027027027027,-0.0068493150684931,-0.1346153846153846
Nationality,Europe,Belgian,-0.1178160919540229,0.092391304347826,0.0060386473429951,0.1029411764705882,0.0574324324324324,-0.023972602739726,-0.1923076923076923
Nationality,Europe,British,-0.057471264367816,0.0489130434782608,-0.0060386473429951,0.0691176470588235,0.0033783783783783,-0.0102739726027397,-0.0865384615384615
Nationality,Europe,Danish,-0.0876436781609195,0.0108695652173913,0.0289855072463768,0.0897058823529411,0.0067567567567567,-0.0171232876712328,-0.2211538461538461
Nationality,Europe,Finnish,-0.1192528735632183,0.0543478260869565,0.0060386473429951,0.0926470588235294,0.0675675675675675,0.0,-0.1442307692307692
Nationality,Europe,French,-0.1120689655172413,0.0217391304347826,-0.0036231884057971,0.0867647058823529,0.0574324324324324,0.0582191780821917,-0.1538461538461538
Nationality,Europe,German,-0.1048850574712643,0.0706521739130434,-0.0096618357487922,0.0941176470588235,0.0709459459459459,-0.0308219178082191,-0.0769230769230769
Nationality,Europe,Greek,-0.0732758620689655,0.0271739130434782,-0.0217391304347826,0.1029411764705882,0.0304054054054054,-0.0342465753424657,-0.048076923076923
Nationality,Europe,Hungarian,-0.0890804597701149,0.0326086956521739,-0.0277777777777777,0.113235294117647,0.0709459459459459,-0.0410958904109589,-0.0673076923076923
Nationality,Europe,Icelandic,-0.0675287356321839,0.0978260869565217,0.0060386473429951,0.0602941176470588,0.027027027027027,-0.0376712328767123,-0.1346153846153846
Nationality,Europe,Irish,-0.0833333333333333,0.0,-0.0157004830917874,0.0794117647058823,0.0945945945945946,0.0273972602739726,-0.1826923076923076
Nationality,Europe,Israeli,-0.0933908045977011,0.0760869565217391,-0.001207729468599,0.0676470588235294,0.0033783783783783,0.0616438356164383,-0.125
Nationality,Europe,Italian,-0.0919540229885057,-0.0054347826086956,0.002415458937198,0.1014705882352941,0.0101351351351351,0.0205479452054794,-0.1442307692307692
Nationality,Europe,Lithuanian,-0.0660919540229885,0.0815217391304347,-0.0157004830917874,0.1117647058823529,-0.0101351351351351,-0.0547945205479452,-0.125
Nationality,Europe,Moldovan,-0.0747126436781609,0.0434782608695652,0.0036231884057971,0.1058823529411764,-0.0405405405405405,-0.0068493150684931,-0.1634615384615384
Nationality,Europe,Norwegian,-0.0747126436781609,0.0108695652173913,-0.0132850241545893,0.0985294117647058,-0.0101351351351351,0.0410958904109589,-0.1442307692307692
Nationality,Europe,Polish,-0.0560344827586206,0.0271739130434782,-0.0314009661835748,0.0941176470588235,0.0709459459459459,-0.0171232876712328,-0.1923076923076923
Nationality,Europe,Portuguese,-0.1005747126436781,0.0108695652173913,0.0132850241545893,0.0617647058823529,0.0608108108108108,0.0273972602739726,-0.1057692307692307
Nationality,Europe,Russian,-0.1307471264367816,0.0,0.0072463768115942,0.0852941176470588,0.0979729729729729,0.0616438356164383,-0.1923076923076923
Nationality,Europe,Romanian,-0.0790229885057471,0.0380434782608695,0.0205314009661835,0.0661764705882353,0.0371621621621621,-0.0342465753424657,-0.1442307692307692
Nationality,Europe,Slovak,-0.1264367816091954,0.0815217391304347,-0.0471014492753623,0.1220588235294117,0.0945945945945946,0.023972602739726,-0.0576923076923076
Nationality,Europe,Spanish,-0.0790229885057471,0.0597826086956521,-0.0277777777777777,0.0838235294117647,0.0878378378378378,-0.0102739726027397,-0.125
Nationality,Europe,Swedish,-0.1221264367816092,0.092391304347826,-0.0144927536231884,0.1058823529411764,0.0709459459459459,0.0068493150684931,-0.1442307692307692
Nationality,Europe,Swiss,-0.0416666666666666,0.0543478260869565,-0.0144927536231884,0.0588235294117647,0.0101351351351351,0.0102739726027397,-0.1442307692307692
Nationality,Europe,Turkish,-0.0847701149425287,0.0163043478260869,-0.002415458937198,0.0911764705882352,0.0101351351351351,0.0136986301369863,-0.1057692307692307
Nationality,LatinSouthAmerica,Brazilian,-0.1135057471264367,0.0706521739130434,-0.0169082125603864,0.075,0.0945945945945946,0.0034246575342465,0.0
Nationality,LatinSouthAmerica,Chilean,-0.1106321839080459,0.0760869565217391,0.0253623188405797,0.0735294117647058,-0.0033783783783783,-0.0034246575342465,-0.0576923076923076
Nationality,LatinSouthAmerica,Colombian,-0.0704022988505747,0.0489130434782608,-0.0205314009661835,0.0955882352941176,0.0371621621621621,0.0068493150684931,-0.2019230769230769
Nationality,LatinSouthAmerica,Dominican,-0.0646551724137931,0.0054347826086956,-0.0579710144927536,0.1058823529411764,0.1283783783783783,0.0034246575342465,-0.1826923076923076
Nationality,LatinSouthAmerica,Haitian,-0.1063218390804597,0.0489130434782608,0.0048309178743961,0.0985294117647058,0.0337837837837837,0.0171232876712328,-0.2019230769230769
Nationality,LatinSouthAmerica,Honduran,-0.043103448275862,0.0815217391304347,-0.002415458937198,0.0191176470588235,0.027027027027027,0.0273972602739726,-0.1153846153846153
Nationality,LatinSouthAmerica,Mexican,-0.1364942528735632,0.092391304347826,-0.0096618357487922,0.1058823529411764,0.054054054054054,-0.0034246575342465,-0.0096153846153846
Nationality,LatinSouthAmerica,Panamanian,-0.1106321839080459,0.1195652173913043,-0.038647342995169,0.0941176470588235,0.1114864864864864,-0.0273972602739726,-0.0192307692307692
Nationality,LatinSouthAmerica,Peruvian,-0.1293103448275862,-0.0434782608695652,0.0,0.0852941176470588,0.0912162162162162,0.0753424657534246,-0.0865384615384615
Nationality,LatinSouthAmerica,Venezuelan,-0.0804597701149425,0.0271739130434782,0.0048309178743961,0.0970588235294117,0.0236486486486486,-0.047945205479452,-0.1153846153846153
Nationality,MiddleEast,Iranian,-0.0804597701149425,0.0489130434782608,-0.0144927536231884,0.0367647058823529,0.0641891891891891,0.1130136986301369,-0.173076923076923
Nationality,MiddleEast,Iraqi,-0.0948275862068965,0.1630434782608695,-0.0326086956521739,0.0735294117647058,0.0202702702702702,0.0513698630136986,-0.0769230769230769
Nationality,MiddleEast,Libyan,-0.0804597701149425,-0.0271739130434782,-0.002415458937198,0.0647058823529411,0.0675675675675675,0.0513698630136986,-0.1538461538461538
Nationality,MiddleEast,Saudi,-0.1120689655172413,0.0326086956521739,-0.0096618357487922,0.0852941176470588,0.0945945945945946,0.023972602739726,-0.125
Nationality,MiddleEast,Yemeni,-0.0804597701149425,0.0434782608695652,-0.0410628019323671,0.0823529411764705,0.027027027027027,0.071917808219178,-0.0288461538461538
Nationality,NorthAmerica,American,-0.0862068965517241,0.0217391304347826,-0.0169082125603864,0.0617647058823529,0.0236486486486486,0.0547945205479452,0.048076923076923
Nationality,NorthAmerica,Canadian,-0.0718390804597701,0.0869565217391304,-0.0120772946859903,0.0588235294117647,0.0472972972972973,0.0273972602739726,-0.173076923076923
