,Afghan,American,Australian,Bangladeshi,Belgian,Brazilian,British,Burmese,Canadian,Chilean,Chinese,Colombian,Danish,Dominican,Eritrean,Ethiopian,Finnish,French,German,Greek,Guinean,Haitian,Honduran,Hungarian,Icelandic,Indian,Indonesian,Iranian,Iraqi,Irish,Israeli,Italian,Japanese,Korean,Libyan,Lithuanian,Malian,Mexican,Moldovan,Mongolian,Moroccan,Mozambican,Namibian,Nigerian,Norwegian,Pakistani,Palestinian,Panamanian,Peruvian,Polish,Portuguese,Romanian,Russian,Saudi,Senegalese,Slovak,Somali,Spanish,Sri Lankan,Swedish,Swiss,Syrian,Thai,Turkish,Uzbekistani,Venezuelan,Vietnamese,Yemeni
Iranian,0.08928571428571429,-0.275,-0.25,-0.05555555555555555,-0.08333333333333333,0.10416666666666667,0.06578947368421052,-0.027777777777777776,0.16666666666666666,0.06818181818181818,-0.17857142857142858,0.25,0.2,-0.125,0.11538461538461539,-0.125,0.03571428571428571,0.0,0.2916666666666667,0.1,-0.1574074074074074,0.125,0.16666666666666666,-0.05555555555555555,-0.125,0.09090909090909091,-0.16666666666666666,0.1590909090909091,0.125,0.078125,-0.1111111111111111,-0.03125,-0.13095238095238096,-0.075,0.2222222222222222,0.3333333333333333,-0.0625,-0.25,-0.09090909090909091,0.25,0.07954545454545454,-0.10185185185185185,-0.041666666666666664,-0.1513157894736842,0.125,-0.0125,0.078125,0.0,0.0,-0.15,0.16666666666666666,-0.027777777777777776,0.05,0.020833333333333332,0.13636363636363635,0.0,-0.09375,0.125,-0.016666666666666666,-0.25,0.5,0.013888888888888888,0.013157894736842105,0.5,0.16666666666666666,0.16666666666666666,0.13636363636363635,0.0
Iraqi,0.19642857142857142,-0.1875,-0.041666666666666664,-0.027777777777777776,0.08333333333333333,0.08333333333333333,0.15789473684210525,0.0,0.2916666666666667,-0.06818181818181818,0.03571428571428571,0.0,0.3,0.041666666666666664,0.07692307692307693,-0.109375,0.0,0.03125,0.16666666666666666,-0.1,-0.12037037037037036,0.03125,0.027777777777777776,-0.1111111111111111,-0.041666666666666664,0.0,-0.027777777777777776,0.011363636363636364,0.2125,0.3125,-0.08333333333333333,0.0,-0.14285714285714285,0.0125,-0.1388888888888889,0.0,-0.17708333333333334,-0.2,-0.022727272727272728,0.0,0.17045454545454544,-0.1111111111111111,-0.1388888888888889,-0.125,0.125,-0.1,0.078125,0.08333333333333333,0.16666666666666666,-0.2,-0.08333333333333333,0.19444444444444445,0.3,0.041666666666666664,0.18181818181818182,0.15,0.3125,0.0625,-0.08333333333333333,0.0,0.0,0.09722222222222222,-0.17105263157894737,0.5,0.16666666666666666,-0.041666666666666664,-0.18181818181818182,0.0
Irish,0.03571428571428571,-0.2875,-0.125,-0.16666666666666666,0.16666666666666666,0.22916666666666666,0.15789473684210525,-0.027777777777777776,0.16666666666666666,0.045454545454545456,0.0,0.25,0.25,-0.08333333333333333,0.07692307692307693,-0.125,0.07142857142857142,0.15625,0.3333333333333333,0.1,-0.17592592592592593,0.125,0.027777777777777776,-0.08333333333333333,-0.041666666666666664,0.125,-0.16666666666666666,-0.056818181818181816,0.0125,0.171875,-0.08333333333333333,0.015625,-0.13095238095238096,0.025,-0.027777777777777776,0.125,-0.16666666666666666,0.1,-0.1590909090909091,0.0625,0.11363636363636363,-0.009259259259259259,-0.09722222222222222,-0.13157894736842105,0.1875,-0.025,-0.0625,0.25,-0.027777777777777776,-0.1,0.16666666666666666,0.0,0.1,0.10416666666666667,0.20454545454545456,0.1,-0.1875,0.21875,0.03333333333333333,0.0,0.25,-0.027777777777777776,-0.09210526315789473,0.25,0.25,0.125,0.09090909090909091,0.2
Israeli,0.16071428571428573,-0.2125,0.0,0.1111111111111111,0.0,0.10416666666666667,0.06578947368421052,-0.1388888888888889,0.16666666666666666,-0.09090909090909091,0.0,0.05,0.05,-0.125,0.038461538461538464,-0.21875,-0.10714285714285714,-0.1875,0.041666666666666664,0.25,-0.25,0.0625,0.16666666666666666,0.05555555555555555,-0.16666666666666666,0.10227272727272728,-0.1111111111111111,0.022727272727272728,0.075,0.1875,0.2222222222222222,0.078125,-0.10714285714285714,0.1,-0.027777777777777776,0.20833333333333334,-0.125,-0.15,-0.09090909090909091,0.0625,0.10227272727272728,-0.037037037037037035,-0.08333333333333333,-0.03289473684210526,0.25,-0.075,0.046875,-0.08333333333333333,0.1111111111111111,-0.2,0.25,0.027777777777777776,0.05,0.08333333333333333,0.022727272727272728,0.2,0.0625,0.1875,0.03333333333333333,-0.125,0.25,0.013888888888888888,-0.10526315789473684,0.75,-0.25,-0.25,0.0,0.175
Italian,0.0,-0.2875,-0.20833333333333334,0.05555555555555555,0.16666666666666666,0.20833333333333334,-0.013157894736842105,0.0,0.3333333333333333,-0.045454545454545456,0.14285714285714285,-0.15,0.25,-0.2916666666666667,0.038461538461538464,-0.265625,0.17857142857142858,-0.0625,0.4583333333333333,0.05,-0.08333333333333333,-0.09375,0.19444444444444445,0.1388888888888889,-0.041666666666666664,-0.011363636363636364,0.1111111111111111,-0.03409090909090909,0.0375,0.078125,0.0,0.203125,-0.20238095238095238,0.0125,0.2222222222222222,0.3333333333333333,-0.08333333333333333,0.2,0.11363636363636363,0.0625,0.14772727272727273,-0.018518518518518517,-0.18055555555555555,-0.13157894736842105,0.3125,-0.025,-0.09375,0.16666666666666666,-0.08333333333333333,-0.05,0.16666666666666666,-0.08333333333333333,0.1,0.020833333333333332,0.06818181818181818,0.0,-0.25,0.25,0.1,-0.25,0.125,-0.013888888888888888,0.11842105263157894,0.25,0.25,-0.08333333333333333,-0.045454545454545456,-0.075
Japanese,-0.03571428571428571,-0.2375,0.08333333333333333,0.0,-0.16666666666666666,0.08333333333333333,0.2236842105263158,-0.1111111111111111,0.0,0.11363636363636363,-0.25,0.05,0.25,-0.125,-0.1346153846153846,-0.109375,-0.2857142857142857,-0.0625,0.08333333333333333,0.2,-0.1574074074074074,0.03125,0.16666666666666666,0.05555555555555555,-0.041666666666666664,0.045454545454545456,-0.2222222222222222,0.0,0.0375,-0.015625,0.19444444444444445,0.015625,0.08333333333333333,0.0125,0.05555555555555555,0.08333333333333333,-0.13541666666666666,0.0,-0.022727272727272728,0.25,0.06818181818181818,-0.08333333333333333,0.013888888888888888,-0.125,0.25,0.0,0.015625,0.16666666666666666,0.1111111111111111,-0.1,0.16666666666666666,0.16666666666666666,0.2,0.08333333333333333,0.045454545454545456,0.0,-0.03125,0.0,0.11666666666666667,-0.125,0.125,0.013888888888888888,0.039473684210526314,0.25,0.3333333333333333,0.041666666666666664,0.022727272727272728,-0.025
Korean,0.05357142857142857,-0.275,-0.20833333333333334,0.19444444444444445,0.08333333333333333,0.22916666666666666,0.0,-0.05555555555555555,0.20833333333333334,0.045454545454545456,0.07142857142857142,0.2,0.35,0.08333333333333333,-0.17307692307692307,-0.140625,0.21428571428571427,0.125,0.375,0.0,-0.1388888888888889,-0.09375,0.05555555555555555,0.25,0.3333333333333333,0.06818181818181818,0.0,0.11363636363636363,-0.0375,0.03125,0.2222222222222222,0.078125,-0.15476190476190477,-0.025,0.1111111111111111,0.08333333333333333,-0.14583333333333334,0.0,-0.022727272727272728,0.0625,0.0,-0.17592592592592593,-0.1111111111111111,-0.2236842105263158,0.25,0.1125,0.015625,0.08333333333333333,0.08333333333333333,0.05,0.08333333333333333,0.027777777777777776,0.1,0.10416666666666667,0.022727272727272728,0.05,0.0625,0.15625,0.0,-0.25,0.375,0.125,-0.14473684210526316,0.5,0.25,-0.16666666666666666,0.045454545454545456,0.0
Libyan,0.03571428571428571,-0.225,-0.16666666666666666,0.19444444444444445,0.16666666666666666,0.08333333333333333,0.07894736842105263,-0.08333333333333333,0.08333333333333333,0.06818181818181818,-0.07142857142857142,-0.05,0.0,0.0,0.057692307692307696,-0.0625,0.03571428571428571,0.125,0.125,0.05,-0.12962962962962962,0.0625,0.1111111111111111,0.08333333333333333,-0.08333333333333333,0.03409090909090909,-0.027777777777777776,-0.06818181818181818,-0.0125,0.09375,0.1388888888888889,-0.03125,-0.14285714285714285,-0.0125,0.19444444444444445,0.25,-0.041666666666666664,0.1,0.0,0.125,0.011363636363636364,-0.06481481481481481,-0.19444444444444445,-0.1118421052631579,0.25,-0.0375,-0.046875,0.25,0.027777777777777776,-0.1,0.16666666666666666,0.0,-0.05,0.25,0.022727272727272728,0.1,-0.09375,0.15625,0.06666666666666667,-0.125,0.0,-0.027777777777777776,-0.013157894736842105,0.5,0.0,0.08333333333333333,0.20454545454545456,0.075
Lithuanian,0.0,-0.1875,0.0,-0.05555555555555555,-0.08333333333333333,0.0,0.14473684210526316,-0.1111111111111111,0.08333333333333333,0.11363636363636363,-0.2857142857142857,-0.05,0.05,-0.20833333333333334,0.09615384615384616,-0.140625,0.25,0.0,0.20833333333333334,0.1,-0.12962962962962962,0.09375,0.027777777777777776,0.08333333333333333,0.041666666666666664,-0.022727272727272728,0.08333333333333333,-0.022727272727272728,-0.1125,0.203125,0.08333333333333333,0.15625,-0.047619047619047616,0.05,-0.027777777777777776,0.0,-0.14583333333333334,-0.3,0.11363636363636363,0.0,0.07954545454545454,0.05555555555555555,-0.1388888888888889,-0.09210526315789473,0.25,0.0125,0.125,0.0,0.0,0.05,0.3333333333333333,-0.1111111111111111,0.2,-0.020833333333333332,0.09090909090909091,0.1,0.0,0.15625,0.15,-0.25,0.25,0.013888888888888888,-0.13157894736842105,0.0,0.0,0.0,-0.022727272727272728,-0.075
Malian,0.21428571428571427,-0.225,-0.125,0.1388888888888889,-0.25,0.125,0.05263157894736842,-0.16666666666666666,0.20833333333333334,0.20454545454545456,-0.39285714285714285,0.05,0.35,0.08333333333333333,0.0,-0.171875,0.17857142857142858,-0.125,0.2916666666666667,-0.1,-0.21296296296296297,-0.09375,0.19444444444444445,0.1388888888888889,0.125,-0.03409090909090909,-0.05555555555555555,-0.011363636363636364,0.075,0.0625,0.0,0.125,-0.14285714285714285,-0.0125,0.3333333333333333,0.041666666666666664,-0.20833333333333334,-0.1,-0.13636363636363635,0.25,0.17045454545454544,-0.037037037037037035,0.06944444444444445,-0.08552631578947369,0.5,0.0,0.109375,-0.08333333333333333,0.05555555555555555,0.0,-0.08333333333333333,0.16666666666666666,0.15,0.10416666666666667,0.20454545454545456,-0.05,0.0,0.1875,0.03333333333333333,0.0,0.375,-0.041666666666666664,-0.15789473684210525,-0.25,-0.08333333333333333,0.0,-0.25,-0.125
Mexican,0.017857142857142856,-0.05,0.0,0.16666666666666666,0.25,0.10416666666666667,-0.013157894736842105,-0.05555555555555555,0.125,0.06818181818181818,0.03571428571428571,-0.1,0.25,0.041666666666666664,-0.09615384615384616,-0.09375,0.25,0.0625,0.2916666666666667,0.05,-0.24074074074074073,0.03125,-0.1111111111111111,-0.027777777777777776,0.08333333333333333,0.03409090909090909,0.05555555555555555,0.045454545454545456,-0.025,0.046875,0.19444444444444445,0.015625,-0.10714285714285714,0.0125,-0.1388888888888889,0.20833333333333334,-0.23958333333333334,0.15,0.09090909090909091,0.125,0.125,-0.037037037037037035,-0.19444444444444445,-0.1118421052631579,0.125,-0.1,0.046875,0.4166666666666667,0.027777777777777776,0.0,0.25,0.027777777777777776,0.3,0.020833333333333332,0.0,-0.05,0.09375,0.28125,-0.11666666666666667,0.0,0.375,0.09722222222222222,-0.13157894736842105,1.0,-0.25,0.125,0.18181818181818182,0.025
Moldovan,0.017857142857142856,-0.1875,-0.041666666666666664,0.05555555555555555,0.08333333333333333,0.08333333333333333,0.05263157894736842,0.19444444444444445,-0.08333333333333333,0.022727272727272728,-0.14285714285714285,-0.25,0.35,-0.16666666666666666,0.019230769230769232,-0.03125,-0.03571428571428571,0.09375,0.2916666666666667,-0.05,-0.19444444444444445,-0.0625,0.0,0.08333333333333333,-0.125,0.1590909090909091,-0.1111111111111111,-0.06818181818181818,-0.0125,0.1875,0.1111111111111111,0.015625,-0.11904761904761904,0.0375,0.08333333333333333,0.125,-0.11458333333333333,0.0,0.13636363636363635,0.0625,0.056818181818181816,-0.09259259259259259,-0.1111111111111111,-0.05263157894736842,0.1875,-0.125,0.0625,0.08333333333333333,-0.1111111111111111,0.0,0.3333333333333333,0.16666666666666666,0.05,0.020833333333333332,0.1590909090909091,-0.05,-0.03125,0.3125,0.05,0.0,0.0,-0.027777777777777776,-0.07894736842105263,0.75,0.16666666666666666,-0.125,0.1590909090909091,0.025
Mongolian,0.03571428571428571,-0.2125,0.0,0.05555555555555555,0.08333333333333333,0.125,-0.02631578947368421,0.08333333333333333,0.16666666666666666,0.13636363636363635,-0.07142857142857142,0.1,0.25,0.0,0.0,-0.140625,-0.03571428571428571,0.125,0.16666666666666666,0.2,-0.16666666666666666,-0.03125,0.08333333333333333,0.08333333333333333,-0.08333333333333333,-0.07954545454545454,0.05555555555555555,-0.011363636363636364,0.1125,0.125,-0.05555555555555555,0.0625,-0.07142857142857142,0.0375,-0.08333333333333333,0.041666666666666664,-0.10416666666666667,0.15,0.0,0.0,0.011363636363636364,0.009259259259259259,-0.1111111111111111,-0.05921052631578947,0.25,-0.0625,0.0625,0.0,0.027777777777777776,-0.15,-0.08333333333333333,0.0,0.15,-0.041666666666666664,-0.045454545454545456,0.05,-0.09375,0.03125,0.06666666666666667,-0.125,0.125,-0.05555555555555555,0.05263157894736842,1.0,0.16666666666666666,0.0,0.13636363636363635,0.075
Moroccan,-0.03571428571428571,-0.2875,-0.08333333333333333,0.027777777777777776,-0.08333333333333333,0.041666666666666664,-0.05263157894736842,0.0,0.125,0.0,-0.14285714285714285,0.0,0.05,0.0,0.038461538461538464,-0.171875,0.17857142857142858,-0.09375,0.125,0.0,-0.1574074074074074,-0.09375,0.0,0.1111111111111111,-0.041666666666666664,0.0,0.08333333333333333,0.011363636363636364,0.1,0.140625,0.027777777777777776,-0.046875,-0.011904761904761904,0.025,0.1111111111111111,0.20833333333333334,-0.09375,0.0,0.045454545454545456,0.125,0.2727272727272727,-0.027777777777777776,-0.027777777777777776,-0.19078947368421054,0.125,-0.025,0.015625,0.08333333333333333,-0.1111111111111111,-0.05,0.16666666666666666,0.1111111111111111,0.15,0.1875,0.09090909090909091,0.2,-0.03125,-0.0625,0.05,0.375,0.25,0.09722222222222222,0.0,0.25,-0.08333333333333333,-0.20833333333333334,0.09090909090909091,0.05
Mozambican,0.017857142857142856,-0.1375,-0.16666666666666666,0.027777777777777776,0.25,0.16666666666666666,0.09210526315789473,-0.1111111111111111,0.20833333333333334,0.06818181818181818,-0.2857142857142857,-0.05,0.25,-0.08333333333333333,-0.07692307692307693,-0.09375,0.17857142857142858,0.0625,0.08333333333333333,0.15,-0.24074074074074073,-0.0625,0.2777777777777778,0.0,0.08333333333333333,-0.022727272727272728,-0.1111111111111111,-0.10227272727272728,0.0375,0.0625,0.027777777777777776,0.171875,0.047619047619047616,-0.0625,0.2222222222222222,0.08333333333333333,-0.09375,0.2,0.06818181818181818,0.0625,0.045454545454545456,-0.05555555555555555,-0.06944444444444445,-0.06578947368421052,0.3125,-0.05,0.015625,-0.16666666666666666,0.027777777777777776,0.1,-0.08333333333333333,0.0,0.3,0.08333333333333333,0.022727272727272728,-0.1,0.03125,0.0625,0.016666666666666666,-0.25,0.125,-0.013888888888888888,-0.10526315789473684,0.5,0.0,0.25,0.045454545454545456,0.025
Namibian,0.07142857142857142,-0.2125,0.041666666666666664,0.0,0.0,-0.041666666666666664,0.02631578947368421,0.08333333333333333,0.041666666666666664,-0.022727272727272728,-0.17857142857142858,-0.2,0.15,-0.125,0.057692307692307696,0.0,0.0,-0.03125,0.16666666666666666,0.1,-0.14814814814814814,0.15625,0.1388888888888889,-0.08333333333333333,0.2916666666666667,0.045454545454545456,-0.19444444444444445,0.045454545454545456,0.0375,0.1875,0.0,-0.078125,0.023809523809523808,-0.0375,0.1388888888888889,0.20833333333333334,-0.17708333333333334,-0.05,0.0,0.25,-0.011363636363636364,-0.037037037037037035,0.09722222222222222,0.006578947368421052,0.0,-0.0375,0.03125,0.0,-0.16666666666666666,0.05,0.16666666666666666,-0.027777777777777776,0.0,0.020833333333333332,-0.06818181818181818,0.2,0.125,-0.03125,-0.08333333333333333,0.125,0.25,0.013888888888888888,-0.013157894736842105,0.75,0.0,-0.041666666666666664,0.045454545454545456,0.025
Nigerian,0.19642857142857142,-0.15,0.0,0.19444444444444445,0.0,-0.020833333333333332,0.013157894736842105,-0.08333333333333333,0.375,0.022727272727272728,-0.14285714285714285,0.25,0.25,0.041666666666666664,0.0,-0.03125,-0.07142857142857142,0.0625,0.041666666666666664,-0.25,-0.07407407407407407,0.125,0.1111111111111111,-0.05555555555555555,0.16666666666666666,0.13636363636363635,0.05555555555555555,-0.011363636363636364,0.075,0.09375,0.0,0.140625,-0.13095238095238096,-0.125,0.16666666666666666,0.16666666666666666,-0.17708333333333334,-0.1,-0.1590909090909091,0.0625,0.045454545454545456,-0.10185185185185185,-0.041666666666666664,-0.10526315789473684,0.3125,-0.0125,-0.015625,-0.3333333333333333,-0.05555555555555555,-0.05,0.08333333333333333,-0.08333333333333333,0.2,-0.020833333333333332,0.22727272727272727,0.15,0.09375,0.15625,0.0,-0.25,-0.25,0.041666666666666664,-0.14473684210526316,1.0,0.0,0.08333333333333333,-0.022727272727272728,0.025
Norwegian,-0.03571428571428571,-0.225,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.06578947368421052,-0.1388888888888889,0.125,-0.06818181818181818,0.03571428571428571,-0.15,0.25,-0.16666666666666666,0.09615384615384616,-0.15625,0.21428571428571427,0.03125,0.2916666666666667,0.15,-0.12037037037037036,0.0,0.05555555555555555,0.05555555555555555,0.20833333333333334,0.03409090909090909,-0.05555555555555555,0.011363636363636364,0.05,0.265625,-0.027777777777777776,0.078125,-0.14285714285714285,-0.025,0.08333333333333333,-0.08333333333333333,-0.19791666666666666,-0.15,0.13636363636363635,0.1875,0.045454545454545456,-0.018518518518518517,-0.013888888888888888,-0.13157894736842105,0.1875,0.0125,-0.078125,0.08333333333333333,0.05555555555555555,0.0,0.16666666666666666,-0.027777777777777776,0.4,0.10416666666666667,0.18181818181818182,0.0,0.09375,-0.09375,0.03333333333333333,-0.25,0.0,0.0,-0.06578947368421052,0.25,-0.16666666666666666,0.041666666666666664,0.09090909090909091,-0.025
Pakistani,0.10714285714285714,-0.3125,0.0,0.027777777777777776,-0.16666666666666666,0.2916666666666667,0.13157894736842105,0.08333333333333333,0.25,0.06818181818181818,-0.10714285714285714,0.2,0.2,-0.041666666666666664,0.038461538461538464,-0.25,0.10714285714285714,-0.0625,0.20833333333333334,-0.1,-0.24074074074074073,0.15625,0.16666666666666666,0.08333333333333333,-0.041666666666666664,0.056818181818181816,-0.08333333333333333,0.03409090909090909,0.05,0.078125,0.05555555555555555,0.15625,0.047619047619047616,-0.125,-0.05555555555555555,-0.041666666666666664,-0.21875,0.05,-0.1590909090909091,0.125,0.056818181818181816,-0.08333333333333333,-0.18055555555555555,-0.13815789473684212,0.0625,0.125,0.125,0.16666666666666666,-0.1111111111111111,-0.05,0.25,0.08333333333333333,0.1,0.20833333333333334,0.0,0.05,-0.03125,0.15625,0.06666666666666667,-0.375,0.125,0.05555555555555555,-0.10526315789473684,0.75,0.25,-0.125,0.09090909090909091,0.125
Palestinian,0.05357142857142857,-0.1625,-0.16666666666666666,0.027777777777777776,0.08333333333333333,-0.020833333333333332,0.13157894736842105,-0.1111111111111111,0.041666666666666664,-0.09090909090909091,-0.21428571428571427,-0.25,0.25,-0.041666666666666664,-0.038461538461538464,-0.203125,-0.14285714285714285,0.15625,0.16666666666666666,0.15,-0.046296296296296294,0.03125,-0.08333333333333333,0.027777777777777776,0.25,0.0,-0.1111111111111111,0.0,0.025,0.171875,0.05555555555555555,0.125,-0.19047619047619047,-0.175,0.19444444444444445,0.08333333333333333,-0.1875,-0.25,0.045454545454545456,0.1875,0.056818181818181816,-0.046296296296296294,-0.041666666666666664,-0.039473684210526314,0.125,-0.0375,0.09375,0.4166666666666667,-0.05555555555555555,0.1,-0.3333333333333333,0.0,0.05,0.041666666666666664,0.2727272727272727,0.1,0.03125,0.3125,0.06666666666666667,0.375,0.375,0.06944444444444445,-0.07894736842105263,0.75,0.08333333333333333,0.041666666666666664,0.0,0.125
Panamanian,-0.017857142857142856,-0.1125,-0.08333333333333333,-0.05555555555555555,0.4166666666666667,0.20833333333333334,0.013157894736842105,-0.19444444444444445,0.2916666666666667,0.20454545454545456,-0.35714285714285715,0.05,0.2,-0.041666666666666664,0.019230769230769232,-0.0625,0.03571428571428571,0.09375,0.125,0.0,-0.17592592592592593,0.0625,0.2222222222222222,0.1111111111111111,0.125,0.056818181818181816,-0.3333333333333333,-0.07954545454545454,-0.0625,0.125,0.1388888888888889,-0.046875,-0.16666666666666666,-0.0125,0.1111111111111111,0.25,-0.16666666666666666,0.0,0.13636363636363635,0.1875,0.09090909090909091,-0.08333333333333333,-0.19444444444444445,-0.13815789473684212,0.3125,-0.0375,0.125,0.16666666666666666,-0.027777777777777776,-0.25,-0.16666666666666666,0.16666666666666666,0.2,0.020833333333333332,0.11363636363636363,-0.1,0.1875,0.21875,0.05,0.125,0.125,0.05555555555555555,0.013157894736842105,0.75,0.16666666666666666,0.125,0.045454545454545456,-0.025
Peruvian,0.05357142857142857,-0.1625,0.08333333333333333,0.1111111111111111,0.16666666666666666,0.08333333333333333,0.07894736842105263,-0.027777777777777776,0.16666666666666666,0.13636363636363635,0.0,0.2,0.25,0.0,-0.038461538461538464,-0.234375,0.14285714285714285,0.0625,0.2916666666666667,0.2,-0.24074074074074073,0.0,0.16666666666666666,0.1388888888888889,-0.25,-0.06818181818181818,-0.19444444444444445,0.06818181818181818,0.0625,0.171875,-0.16666666666666666,0.078125,-0.09523809523809523,-0.025,0.16666666666666666,-0.08333333333333333,-0.25,-0.1,-0.022727272727272728,0.1875,-0.056818181818181816,-0.08333333333333333,-0.041666666666666664,-0.1118421052631579,0.1875,-0.0875,-0.046875,0.4166666666666667,0.05555555555555555,-0.1,0.25,0.0,0.5,0.08333333333333333,0.13636363636363635,0.0,0.0,0.09375,0.016666666666666666,0.0,0.25,0.06944444444444445,0.09210526315789473,0.75,0.0,0.08333333333333333,0.13636363636363635,0.025
Polish,0.10714285714285714,-0.2625,-0.08333333333333333,-0.19444444444444445,0.08333333333333333,0.10416666666666667,0.039473684210526314,0.05555555555555555,0.041666666666666664,0.11363636363636363,-0.21428571428571427,-0.25,0.2,-0.08333333333333333,-0.07692307692307693,-0.265625,0.17857142857142858,-0.03125,0.041666666666666664,0.35,-0.12962962962962962,0.0625,0.2777777777777778,0.05555555555555555,0.2916666666666667,0.022727272727272728,-0.1111111111111111,-0.06818181818181818,0.05,0.203125,-0.2222222222222222,0.0,-0.10714285714285714,-0.0625,0.05555555555555555,0.16666666666666666,-0.16666666666666666,-0.2,0.06818181818181818,0.1875,0.14772727272727273,0.046296296296296294,0.06944444444444445,-0.013157894736842105,0.125,-0.125,-0.0625,0.3333333333333333,0.1111111111111111,0.1,0.08333333333333333,-0.027777777777777776,0.1,-0.08333333333333333,0.09090909090909091,0.1,-0.125,0.1875,0.0,0.125,0.625,0.06944444444444445,-0.13157894736842105,0.75,0.3333333333333333,0.08333333333333333,0.11363636363636363,-0.025
Portuguese,-0.03571428571428571,-0.175,-0.08333333333333333,-0.08333333333333333,0.08333333333333333,0.20833333333333334,0.0,0.05555555555555555,0.125,0.13636363636363635,0.07142857142857142,0.0,0.25,-0.041666666666666664,-0.019230769230769232,-0.078125,0.21428571428571427,-0.09375,0.041666666666666664,0.1,-0.16666666666666666,0.09375,0.08333333333333333,0.027777777777777776,0.08333333333333333,-0.011363636363636364,0.2222222222222222,0.022727272727272728,-0.025,-0.078125,0.16666666666666666,0.046875,-0.09523809523809523,-0.1,0.19444444444444445,0.0,-0.15625,-0.2,-0.045454545454545456,0.1875,0.03409090909090909,-0.07407407407407407,-0.09722222222222222,-0.10526315789473684,0.3125,0.05,-0.03125,0.0,0.0,-0.05,0.4166666666666667,-0.08333333333333333,0.15,0.041666666666666664,0.0,0.05,0.03125,0.25,0.1,0.25,0.375,0.06944444444444445,-0.05263157894736842,0.5,0.3333333333333333,0.041666666666666664,0.11363636363636363,-0.025
Romanian,0.07142857142857142,-0.2625,0.08333333333333333,0.0,0.08333333333333333,0.10416666666666667,0.13157894736842105,-0.027777777777777776,0.25,0.0,0.14285714285714285,0.15,0.2,-0.041666666666666664,0.11538461538461539,-0.15625,0.03571428571428571,-0.03125,-0.08333333333333333,0.05,-0.046296296296296294,-0.125,0.08333333333333333,0.05555555555555555,0.25,0.06818181818181818,0.08333333333333333,-0.045454545454545456,-0.0375,0.0625,0.0,0.046875,-0.07142857142857142,-0.0625,-0.1111111111111111,-0.16666666666666666,-0.20833333333333334,0.05,-0.1590909090909091,-0.0625,0.011363636363636364,-0.046296296296296294,-0.06944444444444445,-0.15789473684210525,0.1875,0.075,0.046875,0.3333333333333333,0.027777777777777776,-0.15,0.25,0.2222222222222222,0.05,0.08333333333333333,0.18181818181818182,0.3,0.09375,0.15625,0.0,-0.25,0.25,0.041666666666666664,0.0,1.0,0.08333333333333333,-0.041666666666666664,0.022727272727272728,-0.075
Russian,0.125,-0.3125,0.041666666666666664,0.1388888888888889,0.16666666666666666,0.2708333333333333,0.11842105263157894,0.19444444444444445,0.20833333333333334,-0.09090909090909091,-0.03571428571428571,0.0,0.25,0.08333333333333333,-0.2692307692307692,-0.140625,0.10714285714285714,0.0625,0.041666666666666664,-0.15,-0.2777777777777778,0.03125,0.16666666666666666,-0.027777777777777776,0.041666666666666664,-0.07954545454545454,0.05555555555555555,0.0,0.1,0.1875,0.1388888888888889,0.25,-0.17857142857142858,-0.075,0.1111111111111111,0.20833333333333334,-0.0625,0.05,-0.1590909090909091,0.1875,0.022727272727272728,-0.10185185185185185,-0.125,-0.10526315789473684,0.1875,-0.0375,0.03125,0.08333333333333333,0.16666666666666666,0.0,-0.08333333333333333,0.0,-0.05,0.0625,0.09090909090909091,-0.05,-0.125,0.03125,-0.06666666666666667,0.25,0.375,0.125,0.0,0.5,0.16666666666666666,0.125,0.13636363636363635,0.075
Saudi,0.125,-0.2,0.25,-0.027777777777777776,-0.25,0.14583333333333334,0.17105263157894737,0.05555555555555555,0.125,0.06818181818181818,-0.03571428571428571,-0.1,0.4,0.041666666666666664,-0.09615384615384616,-0.078125,0.14285714285714285,-0.0625,0.16666666666666666,0.05,-0.17592592592592593,0.03125,0.16666666666666666,-0.05555555555555555,0.041666666666666664,-0.022727272727272728,-0.05555555555555555,-0.022727272727272728,-0.0375,0.015625,0.2222222222222222,0.15625,0.023809523809523808,-0.15,0.1111111111111111,0.041666666666666664,-0.13541666666666666,0.1,0.06818181818181818,0.0,0.056818181818181816,0.0,-0.19444444444444445,-0.17763157894736842,0.0,-0.0625,0.015625,0.16666666666666666,0.0,-0.2,0.25,0.05555555555555555,0.15,0.22916666666666666,0.11363636363636363,0.05,0.0,0.15625,-0.03333333333333333,-0.25,0.125,0.041666666666666664,-0.06578947368421052,0.5,0.08333333333333333,0.3333333333333333,0.022727272727272728,-0.075
