,TB_highSES,TB_lowSES,TB,BAmt_highSES,BAmt_lowSES,BAmt,PB_p,PB,BS_a,Acc_a,TB_highSES_std,TB_lowSES_std,TB_std,BAmt_highSES_std,BAmt_lowSES_std,BAmt_std,PB_p_std,PB_std,BS_a_std,Acc_a_std
lawyer,0.110042735042735,-0.06419968919968913,0.08712121212121204,1.2297008547008546,1.1811383061383063,1.2054195804195804,0.05026223776223774,0.0,0.05204161297587817,0.19638694638694634,0.110042735042735,-0.06419968919968913,0.08712121212121204,1.2297008547008546,1.1811383061383063,1.2054195804195804,0.05026223776223774,0.0,0.05204161297587817,0.19638694638694634
line cook,0.0206876456876457,0.014860139860139834,0.02544677544677536,1.200757575757576,1.312062937062937,1.2564102564102562,0.033945221445221364,0.0,0.024446925251451035,0.16239316239316237,0.0206876456876457,0.014860139860139834,0.02544677544677536,1.200757575757576,1.312062937062937,1.2564102564102562,0.033945221445221364,0.0,0.024446925251451035,0.16239316239316237
optometrist,0.14966977466977463,-0.10353535353535348,0.12660256410256407,1.2769036519036518,1.2216394716394718,1.249271561771562,0.08974358974358974,0.0,0.04458121611694893,0.1671522921522921,0.14966977466977463,-0.10353535353535348,0.12660256410256407,1.2769036519036518,1.2216394716394718,1.249271561771562,0.08974358974358974,0.0,0.04458121611694893,0.1671522921522921
parking attendant,0.06351981351981346,-0.018356643356643335,0.04414335664335653,1.1870629370629373,1.261946386946387,1.224504662004662,0.011946386946386901,0.0,0.025454897838647,0.18366355866355866,0.06351981351981346,-0.018356643356643335,0.04414335664335653,1.1870629370629373,1.261946386946387,1.224504662004662,0.011946386946386901,0.0,0.025454897838647,0.18366355866355866
pharmacist,0.1372377622377622,-0.08391608391608386,0.110576923076923,1.269133644133644,1.2154234654234655,1.2422785547785546,0.07371794871794866,0.0,0.0455896010049468,0.17181429681429675,0.1372377622377622,-0.08391608391608386,0.110576923076923,1.269133644133644,1.2154234654234655,1.2422785547785546,0.07371794871794866,0.0,0.0455896010049468,0.17181429681429675
physician,0.16520979020979018,-0.10897435897435893,0.13709207459207454,1.287004662004662,1.19988344988345,1.243444055944056,0.10023310023310021,0.0,0.047690248794393264,0.171037296037296,0.16520979020979018,-0.10897435897435893,0.13709207459207454,1.287004662004662,1.19988344988345,1.243444055944056,0.10023310023310021,0.0,0.047690248794393264,0.171037296037296
physics teacher,0.17297979797979798,-0.1236402486402486,0.14831002331002327,1.3159479409479409,1.2394133644133645,1.2776806526806528,0.11145104895104897,0.0,0.05658964888273057,0.1482128982128982,0.17297979797979798,-0.1236402486402486,0.14831002331002327,1.3159479409479409,1.2394133644133645,1.2776806526806528,0.11145104895104897,0.0,0.05658964888273057,0.1482128982128982
professor,0.18395493395493392,-0.12781662781662775,0.15588578088578078,1.3152680652680653,1.2301864801864804,1.2727272727272725,0.11902680652680651,0.0,0.05236817947347086,0.15151515151515146,0.18395493395493392,-0.12781662781662775,0.15588578088578078,1.3152680652680653,1.2301864801864804,1.2727272727272725,0.11902680652680651,0.0,0.05236817947347086,0.15151515151515146
psychologist,0.10285547785547781,-0.050116550116550064,0.07648601398601389,1.247183372183372,1.2169774669774671,1.2320804195804194,0.039627039627039604,0.0,0.03930776739055823,0.17861305361305357,0.10285547785547781,-0.050116550116550064,0.07648601398601389,1.247183372183372,1.2169774669774671,1.2320804195804194,0.039627039627039604,0.0,0.03930776739055823,0.17861305361305357
receptionist,0.07041569541569537,-0.034479409479409404,0.05244755244755237,1.2275641025641024,1.2741841491841492,1.2508741258741258,0.022290209790209733,0.0,0.03670579654563997,0.16608391608391604,0.07041569541569537,-0.034479409479409404,0.05244755244755237,1.2275641025641024,1.2741841491841492,1.2508741258741258,0.022290209790209733,0.0,0.03670579654563997,0.16608391608391604
sales clerk,0.0789627039627039,-0.03554778554778554,0.057255244755244704,1.2473776223776223,1.2896270396270397,1.268502331002331,0.02039627039627037,0.0,0.03281730393712837,0.1543317793317793,0.0789627039627039,-0.03554778554778554,0.057255244755244704,1.2473776223776223,1.2896270396270397,1.268502331002331,0.02039627039627037,0.0,0.03281730393712837,0.1543317793317793
scientist,0.13111888111888106,-0.0792540792540792,0.10518648018648014,1.2950660450660452,1.2154234654234657,1.2552447552447552,0.06832750582750576,0.0,0.057319164022604195,0.1631701631701631,0.13111888111888106,-0.0792540792540792,0.10518648018648014,1.2950660450660452,1.2154234654234657,1.2552447552447552,0.06832750582750576,0.0,0.057319164022604195,0.1631701631701631
server,0.06080031080031073,-0.0129176379176379,0.037927350427350334,1.2014374514374513,1.252816627816628,1.2271270396270397,0.0161227661227661,0.0,0.026044692622247567,0.18191530691530686,0.06080031080031073,-0.0129176379176379,0.037927350427350334,1.2014374514374513,1.252816627816628,1.2271270396270397,0.0161227661227661,0.0,0.026044692622247567,0.18191530691530686
taxi driver,0.06351981351981349,-0.025641025641025633,0.07138694638694626,1.2233877233877235,1.3174048174048174,1.2703962703962706,0.051136363636363535,0.0,0.0382188266283581,0.15306915306915303,0.06351981351981349,-0.025641025641025633,0.07138694638694626,1.2233877233877235,1.3174048174048174,1.2703962703962706,0.051136363636363535,0.0,0.0382188266283581,0.15306915306915303
truck driver,0.027777777777777766,-0.0007770007770007999,0.0253496503496503,1.196969696969697,1.3164335664335665,1.2567016317016317,0.0261752136752136,0.0,0.024494834367118135,0.16219891219891217,0.027777777777777766,-0.0007770007770007999,0.0253496503496503,1.196969696969697,1.3164335664335665,1.2567016317016317,0.0261752136752136,0.0,0.024494834367118135,0.16219891219891217
